user_id,name_x,time,rating,text,pics,resp,gmap_id,review_length,name_y,address,description,latitude,longitude,category,avg_rating,num_of_reviews,price,hours,MISC,state,relative_results,url
103392824408010910882,noor h,1531427626954,4,Love walking around the commons window shopping or grab a quick lunch at the many fine restaurants,,,0x880ee2bde3b39bd7:0xa8d64f8384c145ea,17,Geneva Commons,"Geneva Commons, 1534 Commons Dr, Geneva, IL 60134","Open-air plaza with higher-end & mainstream chain stores, family-friendly restaurants & salons.",41.894750099999996,-88.3430927,['Shopping mall'],4.4,1835,,"[['Monday', '10AM–7PM'], ['Tuesday', '10AM–7PM'], ['Wednesday', '10AM–7PM'], ['Thursday', '10AM–7PM'], ['Friday', '10AM–7PM'], ['Saturday', '10AM–7PM'], ['Sunday', '11AM–6PM']]","{'Service options': ['In-store shopping'], 'Accessibility': ['Wheelchair accessible entrance']}",,"['0x880ee2de8fc47c5d:0xd7e3326a3a833901', '0x880f0266c6ceabd7:0x5a4425b320b74de4', '0x880ee320839112cd:0xefbb8563eb50f3f7', '0x880f026effd9e2b7:0x6b4cf5b89166f1d1']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x880ee2bde3b39bd7:0xa8d64f8384c145ea?authuser=-1&hl=en&gl=us
116897897043046472704,Jonathan D.,1564241879933,5,See Dave or Jimmy for the best prices and service!,[{'url': ['https://lh5.googleusercontent.com/p/AF1QipMnk-peRpACoDXmygsYj15-5iVBu6x5maA7-tY6=w150-h150-k-no-p']}],,0x880fd2db31ce072f:0x421839403c0f107,10,Arandas TR,"Arandas TR, 1511 N Ashland Ave, Chicago, IL 60622",,41.9090515,-87.6671298,"['Tire shop', 'Used tire shop', 'Wheel alignment service', 'Wheel store']",4.1,125,,"[['Tuesday', '9AM–7PM'], ['Wednesday', '9AM–7PM'], ['Thursday', '9AM–7PM'], ['Friday', '9AM–7PM'], ['Saturday', '9AM–7PM'], ['Sunday', 'Closed'], ['Monday', '9AM–7PM']]","{'Service options': ['Curbside pickup', 'In-store shopping'], 'Health & safety': ['Mask required', 'Staff required to disinfect surfaces between visits']}",Closed ⋅ Opens 9AM Wed,"['0x880fccf7f5776fb1:0x529d0649f8ab77e3', '0x880fcdaf5bfdeeb3:0xe80fbee1d319157b', '0x880e3325173ef721:0x5a4191e0e9fda7d7', '0x880fcd92914d4b21:0x2f808bcd615aab76', '0x880e253c8acb788b:0x815741928613fb92']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x880fd2db31ce072f:0x421839403c0f107?authuser=-1&hl=en&gl=us
104388761655012800076,Catherine Buck,1607899543454,1,Ordered pics online. Their website told me they were ready and I walk 5 blocks to get them and they are temporarily closed. Called and was told they didn't know when they would open. Why did they send me the email??. Never again,,,0x880fcc0d77ba2347:0x20967d814de046f5,43,Walgreens,"Walgreens, 4343 N Central Ave, Chicago, IL 60634","Drugstore chain with health & beauty aids, prescriptions & photo services, plus mini-mart basics.",41.959908899999995,-87.7669038,"['Drug store', 'Beauty supply store', 'Convenience store', 'Cosmetics store', 'Greeting card shop', 'Perfume store', 'Stationery store']",3.1,47,$$,"[['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours']]","{'Service options': ['Curbside pickup', 'Delivery', 'Drive-through', 'In-store pickup', 'In-store shopping'], 'Health & safety': ['Mask required', 'Staff wear masks', 'Staff get temperature checks', 'Staff required to disinfect surfaces between visits', 'Safety dividers at checkout'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot'], 'Offerings': ['Passport photos'], 'Planning': ['Quick visit'], 'Payments': ['Debit cards', 'NFC mobile payments', 'Credit cards']}",Open 24 hours,"['0x880fcc055c118959:0xb98e93c120d1c5ee', '0x880fccf920426bf9:0x361c1f39cc6c71f5', '0x880fcc464335421b:0xfacfbea0960329d', '0x880fcbb74780c24b:0xac52cd5312c5cffa']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x880fcc0d77ba2347:0x20967d814de046f5?authuser=-1&hl=en&gl=us
104747061886553836768,Elysia Aufmuth,1530569707518,5,"This place is soooo delicious. Staff help you understand the menu if you are new to Persian food. You can keep it simple and do kabobs and grilled veggies. Or you can do more traditional foods with great flavors and seasonings. You order at the counter and they will bring you the food. Unless you are extremely hungry, I recommend sharing an entree with 2-3 people as the servings are HUGE. The soup is awesome too. Good for kids, families, and large groups.",,,0x880fcde53cdf6645:0xf8547f8f5e0dfdb3,83,Kabobi - Persian and Mediterranean Grill,"Kabobi - Persian and Mediterranean Grill, 4748 N Kedzie Ave, Chicago, IL 60625","Casual, counter-serve fixture with sizable portions of homemade Mediterranean & Middle Eastern fare.",41.9680556,-87.70861939999999,"['Persian restaurant', 'Mediterranean restaurant', 'Middle Eastern restaurant', 'Restaurant']",4.6,2608,$,"[['Tuesday', '10:30AM–12AM'], ['Wednesday', '10:30AM–12AM'], ['Thursday', '10:30AM–12AM'], ['Friday', '10:30AM–12AM'], ['Saturday', '10:30AM–12AM'], ['Sunday', '10:30AM–12AM'], ['Monday', '10:30AM–12AM']]","{'Service options': ['Curbside pickup', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in'], 'Health & safety': ['Mask required', 'Staff required to disinfect surfaces between visits'], 'Highlights': ['Fast service', 'Great dessert', 'Great tea selection'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot', 'Wheelchair accessible seating'], 'Offerings': ['Coffee', 'Comfort food', 'Halal food', 'Healthy options', 'Late-night food', 'Quick bite', 'Small plates', 'Vegetarian options'], 'Dining options': ['Lunch', 'Dinner', 'Catering', 'Dessert', 'Seating'], 'Amenities': ['Good for kids', 'High chairs'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['College students', 'Groups', 'Tourists'], 'Payments': ['NFC mobile payments']}",,"['0x880e327b02c8b79f:0x826477eb160f938', '0x880fcde5593cb8af:0xe44289ffcfffa898', '0x880fd207839f37ed:0x9fcdf70427785fe5', '0x880fd1887dfbb9dd:0x47080b6c663ec13e', '0x880fd2c7102685c5:0x6d5749473d341857']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x880fcde53cdf6645:0xf8547f8f5e0dfdb3?authuser=-1&hl=en&gl=us
103958867438683925040,BRENT BROWN,1579892972437,2,Overpriced,,,0x880a590781e042dd:0x514f20e0f5ed4cf5,1,Sport Clips Haircuts of East Peoria - River Front,"Sport Clips Haircuts of East Peoria - River Front, 103 River Road, East Peoria, IL 61611",,40.682485199999995,-89.5882139,"['Hair salon', 'Barber shop']",4.2,118,,"[['Tuesday', '10AM–7PM'], ['Wednesday', 'Closed'], ['Thursday', '10AM–7PM'], ['Friday', '10AM–7PM'], ['Saturday', '9AM–6PM'], ['Sunday', '10AM–5PM'], ['Monday', '10AM–7PM']]","{'Health & safety': ['Staff wear masks', 'Staff get temperature checks', 'Staff required to disinfect surfaces between visits'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot', 'Wheelchair accessible restroom'], 'Amenities': ['Restroom'], 'Planning': ['LGBTQ friendly'], 'Payments': ['Debit cards', 'NFC mobile payments']}",Closed ⋅ Opens 10AM Thu,"['0x880a5bbee556dd99:0x64f2fca8cc50472f', '0x880a585345a6fc1d:0x7dd4ae035973a131', '0x880a4352c1924dcb:0x8892b0249f8a6103', '0x880a59aecac7d877:0x68ef8f33dfeb47d2', '0x880af13a86bbe319:0xae78bcc9d6558dc5']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x880a590781e042dd:0x514f20e0f5ed4cf5?authuser=-1&hl=en&gl
106590121556572758637,Jennetta Ford-Barker,1586998336872,5,"Extremely knowledgeable, patient, and friendly about what exterior products I needed to complete my project!",,"{'time': 1587048496358, 'text': 'Thank you for sharing this positive feedback with us and for recommending our store! Sincerely, T.H., SW Customer Service Rep.'}",0x880e172b5947f023:0x5b6901098c78f1d,15,Sherwin-Williams Paint Store,"Sherwin-Williams Paint Store, 21447 S Cicero Ave, Matteson, IL 60443",,41.4994361,-87.7318252,"['Paint store', 'Home improvement store', 'Paint manufacturer', 'Painting', 'Paintings store', 'Wallpaper store']",4.6,84,$$,"[['Friday', '7AM–7PM'], ['Saturday', '8AM–5PM'], ['Sunday', '10AM–4PM'], ['Monday', '7AM–7PM'], ['Tuesday', '7AM–7PM'], ['Wednesday', '7AM–7PM'], ['Thursday', '7AM–7PM']]","{'Service options': ['Curbside pickup', 'In-store pickup', 'In-store shopping'], 'Health & safety': ['Mask required', 'Staff wear masks'], 'Offerings': ['Service guarantee'], 'Planning': ['Quick visit'], 'Payments': ['Checks', 'Debit cards', 'Credit cards']}",Closed ⋅ Opens 7AM,"['0x880e1131f2a65fdf:0x268941289e23ac19', '0x880e3e68f97f78e3:0x382fee040b555864', '0x880e10d4534c141f:0xa5d7c6df80ed3fe4', '0x8811e58969f240ad:0x1e314186f1934a34', '0x880e1f2f621f90eb:0xd235df96f13305f1']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x880e172b5947f023:0x5b6901098c78f1d?authuser=-1&hl=en&gl=us
105428172525639360872,Marc Morris,1572535303132,4,"Clean, we'll stocked, cordial personnel.",,,0x880f92e9739041b1:0x95f0e1d341401f14,5,Bargains In A Box,"Bargains In A Box, 3043 Belvidere Rd, Waukegan, IL 60085",,42.348632599999995,-87.8774195,['Home goods store'],4.2,292,,"[['Saturday', '10AM–6PM'], ['Sunday', '10AM–6PM'], ['Monday', '10AM–6PM'], ['Tuesday', '10AM–6PM'], ['Wednesday', '10AM–6PM'], ['Thursday', '10AM–6PM'], ['Friday', '10AM–6PM']]",{'Payments': ['NFC mobile payments']},Permanently closed,"['0x880fcc8ff3523897:0xea8fb876e4b5fcea', '0x880ff2ab36d11acb:0xa56b44f0622dcc65']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x880f92e9739041b1:0x95f0e1d341401f14?authuser=-1&hl=en&gl=us
107795675383185314044,Jacob Yu,1554403521202,4,"Pretty good viet food in the suburbs, best you'll get outside of argyle I would say.  Service can be a bit slow though and it is a small place so ita noy great for large groups",,,0x880fb9363d5e22ef:0x22a15cda4e904d39,36,"Buncha Hanoi, Inc.","Buncha Hanoi, Inc., 1705 Milwaukee Ave, Glenview, IL 60025",,42.086433799999995,-87.86903009999999,"['Restaurant', 'Vietnamese restaurant']",4.4,175,,"[['Saturday', '11AM–8:30PM'], ['Sunday', '11AM–8PM'], ['Monday', '11AM–7:30PM'], ['Tuesday', 'Closed'], ['Wednesday', '11AM–8PM'], ['Thursday', '11AM–7:30PM'], ['Friday', '11AM–8:30PM']]","{'Service options': ['Delivery', 'Takeout', 'Dine-in'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance'], 'Offerings': ['Coffee', 'Comfort food', 'Healthy options', 'Quick bite', 'Small plates'], 'Dining options': ['Dessert'], 'Amenities': ['Good for kids'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['Groups']}",Closed ⋅ Opens 11AM Sun,"['0x880fc894712a8d7b:0x35ae023516bdeba0', '0x880fcf2d7c258eb9:0xa6d05c803d202fe', '0x880fb79922413833:0x283f9863a96cf082', '0x880fbaed77457977:0xd15fe534c747fdc7']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x880fb9363d5e22ef:0x22a15cda4e904d39?authuser=-1&hl=en&gl=us
110755411331857432678,aqua marine,1578116933779,1,Everything was good except for room service. I am here tonight and have been waiting for almost an hour for a extra blanket and pillow. Called like 5 x and we still haven’t gotten a pillow and blanket to sleep as I write.,,"{'time': 1578411082130, 'text': ""Hi! We're sorry to hear you had this experience. Can you email us at guestrelations@greatwolf.com with your confirmation number so we can look into this further?""}",0x880f8e1aef2b855b:0x6415b9d50bcb823c,43,Great Wolf Lodge Water Park | Illinois,"Great Wolf Lodge Water Park | Illinois, 1700 Nations Dr, Gurnee, IL 60031","Warmly decorated suites in a down-to-earth hotel offering a water park, restaurants & a bar.",42.3836083,-87.9446972,"['Water park', 'Amusement park', 'Hotel', 'Lodge', 'Resort hotel', 'Restaurant', 'Tourist attraction']",4.2,4258,,,{'Accessibility': ['Wheelchair accessible entrance']},,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x880f8e1aef2b855b:0x6415b9d50bcb823c?authuser=-1&hl=en&gl=us
101804868216983422661,Jayme Reed,1516854476928,5,Great customer service.  We were seen very promptly by a tech and then the Nurse Practitioner was very kind and professional.  We will defentaly be back for minor services.,,,0x880983838a3cb719:0x2e5b8ef02cd77ae4,29,Perry Memorial Prompt Care,"Perry Memorial Prompt Care, 2128 N Main St, Princeton, IL 61356",,41.3949499,-89.4680984,"['Walk-in clinic', 'Doctor', 'Medical clinic', 'X-ray lab']",3.9,48,,"[['Thursday', '8:30AM–8PM'], ['Friday', '8:30AM–8PM'], ['Saturday', '8:30AM–2PM'], ['Sunday', '8:30AM–2PM'], ['Monday', '8:30AM–8PM'], ['Tuesday', '8:30AM–8PM'], ['Wednesday', '8:30AM–8PM']]","{'Service options': ['Online care'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot']}",Closed ⋅ Opens 8:30AM,"['0x880983845f946a3d:0x1733053c0c01b0c9', '0x880983e797f9af29:0x6bcbee8bd7277f66', '0x88096a56f10eb8a9:0xfefe5c452b39e340', '0x8809a94ac62cf139:0x5015d907fe82cf58']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x880983838a3cb719:0x2e5b8ef02cd77ae4?authuser=-1&hl=en&gl=us
